eval_seed,untrained_legacy_ms,trained_legacy_ms,legacy_gain_ms,legacy_gain_pct,untrained_full_ms,trained_full_ms,full_gain_ms,full_gain_pct,phase1_full_gain_pct,phase2_full_gain_pct,phase3_full_gain_pct,trained_conflict_rate,trained_load_imbalance,trained_mean_l1,trained_mean_l2,trained_upload_bytes,trained_downlink_bytes
2026,89.00166300248442,81.27697877618328,7.724684226301136,8.67925830339317,101.08108053825582,84.45602882481903,16.62505171343679,16.44724376204582,5.441199122823866,9.766698186269473,29.120678521964976,0.0,0.05811976837518633,3.8096318577936223,5.143309357767562,5536.08222176356,2712.584528796739
2027,86.65755922644334,79.5553675971813,7.1021916292620375,8.195697747156052,96.76400633941269,82.47810689330305,14.285899446109639,14.763650231678024,4.817535987779086,11.89523739641122,24.215485668150322,0.0,0.054449252587797474,3.748279972063254,5.088243086176523,5561.309190981017,2957.9957180890433
2028,85.37263214461855,79.35651230502182,6.016119839596726,7.0468951096712225,94.51975994214209,82.59933716042394,11.920422781718145,12.611566924222972,5.269789209422321,8.005551065497842,21.79189722110499,0.0,0.04451065088448989,3.6034957964578704,5.057386986479866,6082.306153547863,2969.999972813793
2029,85.79330696008013,78.7948511953365,6.998455764743625,8.157344684242124,95.00462102396911,81.69258768193477,13.31203334203434,14.011985099836135,5.927685917372703,10.840786793283451,22.750371172167355,0.0,0.06010506249283339,3.70501893809092,5.041014098675089,5878.909177971667,2931.0987645703685
2030,83.83046784617706,78.55329951961966,5.277168326557401,6.295048163444142,92.01001401971713,81.58216051807139,10.427853501645743,11.333389754088206,4.084205529336032,8.686375118327652,19.248764505076092,0.0,0.05373665707644037,3.9032243669929434,5.102405054153506,5437.416970113936,2796.626555336648
